dataset_name,target_value,depth,DFS_BSD_DP_qf05 (PS)-real_time_taken,DFS_BSD_DP_qf05 (PS)-failed,DFS_BSD_DP_qf05 (PS)-sgs_evaluated,DFS_BSD_DP_qf05 (PS)-sgs_eval_interesting,DFS_BSD_DP_qf05 (PS)-sgs_quality_interesting,DFS_BSD_DP_qf05 (PS)-sgs_top_k_interesting
breast_cancer_wis_ori,M,5,0.29532670974731445,0,19729,1101,1100,1072
urban,shadow ,2,0.8037624359130859,0,47761,7732,6296,777
urban,shadow ,3,4.262126922607422,0,289237,18304,17644,1305
urban,shadow ,5,182.47878646850586,0,13865501,560054,513828,2408
parkinsons,0,2,0.049347877502441406,0,2857,975,747,316
parkinsons,0,3,0.1535489559173584,0,12453,1261,1084,337
parkinsons,0,5,0.381850004196167,0,33189,1919,1572,460
haberman,2,2,0.005227565765380859,0,52,50,28,28
haberman,2,3,0.0060460567474365234,0,100,57,29,29
haberman,2,5,0.006115913391113281,0,100,57,29,29
pitt1_3,LONG,2,0.0075778961181640625,0,239,68,37,37
pitt1_3,LONG,3,0.009786605834960938,0,412,95,50,50
pitt1_3,LONG,5,0.01029205322265625,0,446,97,51,51
NormalDist_Random-Synthetic__2_8_5616_,0,2,0.029408693313598633,0,666,646,307,213
NormalDist_Random-Synthetic__2_8_5616_,0,3,0.14273524284362793,0,6207,4907,2442,448
NormalDist_Random-Synthetic__2_8_5616_,0,5,1.0541114807128906,0,61021,21162,12200,649
musk,2,2,4.496689081192017,0,187878,20706,19341,833
musk,2,3,29.477460384368896,0,1497788,44229,44070,1443
musk,2,5,394.2623875141144,0,21677160,496557,496462,3319
car,good,2,0.009185314178466797,0,139,105,101,101
car,good,3,0.017467737197875977,0,508,366,360,195
car,good,5,0.03519439697265625,0,1486,671,665,267
libras,4,2,0.38018155097961426,0,22913,5004,4771,650
libras,4,3,2.535458564758301,0,190141,16752,15672,1175
libras,4,5,110.7580771446228,0,9770565,443661,404445,1522
monks2,1,2,0.007712125778198242,0,137,137,91,91
monks2,1,3,0.0180971622467041,0,576,556,321,209
monks2,1,5,0.03780698776245117,0,1729,891,594,283
onehund_tex,Acer Capillipes,2,0.25156140327453613,0,11771,6674,4888,375
onehund_tex,Acer Capillipes,3,3.3065662384033203,0,184860,63894,63453,687
onehund_tex,Acer Capillipes,5,95.39908981323242,0,5892290,1032992,1032929,1452
grammatical_b3,0,2,1.3468372821807861,0,87016,5913,5649,1326
grammatical_b3,0,3,27.716307401657104,0,1981048,135168,135066,3454
grammatical_b3,0,5,-1.0,1,-1,-1,-1,-1
volcanoes-a4,5,2,0.00604248046875,0,61,47,18,18
volcanoes-a4,5,3,0.007176399230957031,0,117,66,37,37
volcanoes-a4,5,5,0.007240772247314453,0,117,66,37,37
chronic_kidney_disease,ckd,2,0.036871910095214844,0,1590,497,313,281
chronic_kidney_disease,ckd,3,0.08483195304870605,0,5611,982,648,575
chronic_kidney_disease,ckd,5,0.3173828125,0,24292,3415,1059,992
PopularKids,2,2,0.01861262321472168,0,671,496,237,191
PopularKids,2,3,0.08367466926574707,0,5002,2212,1158,348
PopularKids,2,5,0.3787238597869873,0,28205,6067,3840,498
ED_LVL_2_2_EqualDist_Random-Synthetic__2_10_100000_,1,2,0.49908876419067383,0,4601,4601,2350,395
ED_LVL_2_2_EqualDist_Random-Synthetic__2_10_100000_,1,3,5.3120808601379395,0,124601,66237,34424,633
ED_LVL_2_2_EqualDist_Random-Synthetic__2_10_100000_,1,5,40.9524028301239,0,1204801,66237,34424,633
yeast,ME1,2,0.010842084884643555,0,198,133,78,78
yeast,ME1,3,0.022017478942871094,0,750,446,347,190
yeast,ME1,5,0.04102897644042969,0,1846,746,717,273
auto8,class9,2,116.36528444290161,0,6461739,4095392,2807430,1159
auto8,class9,3,-1.0,1,-1,-1,-1,-1
auto8,class9,5,-1.0,1,-1,-1,-1,-1
analcatdata_dmft,1,2,0.007722616195678711,0,171,122,54,54
analcatdata_dmft,1,3,0.012207508087158203,0,394,225,104,104
analcatdata_dmft,1,5,0.013490915298461914,0,469,232,110,109
pc2,2,2,0.15446138381958008,0,4706,2660,1364,345
pc2,2,3,2.167024850845337,0,98036,42860,27474,876
pc2,2,5,186.09136986732483,0,10502673,3423710,2742618,1434
scene,2,2,14.105836153030396,0,683147,421643,312634,1367
scene,2,3,-1.0,1,-1,-1,-1,-1
scene,2,5,572.916909456253,0,35834315,1150192,1141504,3352
first,1,2,0.4596230983734131,0,16397,8119,4751,449
first,1,3,4.808727979660034,0,208219,50294,42264,813
first,1,5,33.71915674209595,0,1593033,375228,358877,3433
ecoli,om,2,0.007717609405517578,0,165,86,58,58
ecoli,om,3,0.01377725601196289,0,517,209,156,142
ecoli,om,5,0.02237844467163086,0,1193,309,252,192
grammatical_a7,1,2,2.381263494491577,0,139244,17419,16774,1042
grammatical_a7,1,3,91.27088952064514,0,5504626,609660,608727,3127
grammatical_a7,1,5,-1.0,1,-1,-1,-1,-1
ND_LVL_3_3_NormalDist_Random-Synthetic__2_20_1000000_,0,2,22.550002813339233,0,52655,21535,10898,488
ND_LVL_3_3_NormalDist_Random-Synthetic__2_20_1000000_,0,3,614.48011469841,0,2553388,367863,184629,788
ND_LVL_3_3_NormalDist_Random-Synthetic__2_20_1000000_,0,5,-1.0,1,-1,-1,-1,-1
parkinson_speech,0,2,0.10026407241821289,0,5210,940,641,183
parkinson_speech,0,3,0.34487318992614746,0,20600,1495,1266,667
parkinson_speech,0,5,0.8640921115875244,0,57252,2340,2162,1167
grammatical_b9,1,2,2.926067590713501,0,177304,21496,20808,1124
grammatical_b9,1,3,119.82820177078247,0,7951700,586585,583290,2253
grammatical_b9,1,5,-1.0,1,-1,-1,-1,-1
climate,0,2,0.06687808036804199,0,3044,2684,1436,346
climate,0,3,0.751448392868042,0,53892,12074,9814,488
climate,0,5,2.677891492843628,0,237748,12095,9835,488
isolet,14,2,62.6837432384491,0,2213372,658889,554165,1227
isolet,14,3,-1.0,1,-1,-1,-1,-1
isolet,14,5,-1.0,1,-1,-1,-1,-1
auto7_3,class3,2,0.021198749542236328,0,734,712,336,229
auto7_3,class3,3,0.14344334602355957,0,7957,4972,2477,441
auto7_3,class3,5,0.8170158863067627,0,65782,10914,6132,539
volcanoes-d3,3,2,0.009373903274536133,0,61,56,17,17
volcanoes-d3,3,3,0.011018037796020508,0,125,88,35,35
volcanoes-d3,3,5,0.01130056381225586,0,125,88,35,35
Diabetic,0,2,0.0497281551361084,0,1936,1736,926,295
Diabetic,0,3,0.43722987174987793,0,23236,9448,6652,435
Diabetic,0,5,4.088886260986328,0,238898,47360,39194,811
ar4,2,2,0.05502963066101074,0,3662,810,600,265
ar4,2,3,0.2113955020904541,0,16728,3121,3090,456
ar4,2,5,4.344316244125366,0,374841,55416,55398,578
auto5, class3,2,2.078579902648926,0,112112,97224,52251,843
auto5, class3,3,112.4088237285614,0,9012564,643391,615105,1147
auto5, class3,5,1047.9196286201477,0,103974035,854122,829607,1182
Chess_King-Rookvs.King-Pawn__UCI_,nowin,2,0.0758669376373291,0,2411,1896,1032,430
Chess_King-Rookvs.King-Pawn__UCI_,nowin,3,0.66141676902771,0,29708,16728,9248,765
Chess_King-Rookvs.King-Pawn__UCI_,nowin,5,10.576969861984253,0,486126,148781,89842,1339
bankruptcy,1,2,0.006189823150634766,0,161,19,11,11
bankruptcy,1,3,0.006293773651123047,0,161,19,11,11
bankruptcy,1,5,0.00639033317565918,0,161,19,11,11
onehund_sha,Acer Capillipes,2,0.2874898910522461,0,15825,5716,5490,344
onehund_sha,Acer Capillipes,3,1.9829654693603516,0,131905,19974,19963,686
onehund_sha,Acer Capillipes,5,9.559587717056274,0,706429,54386,54379,1146
pc3,2,2,0.1669785976409912,0,7661,4563,2929,378
pc3,2,3,2.4896957874298096,0,149648,35428,27754,872
pc3,2,5,71.32645750045776,0,4957260,922822,784317,2607
Marketing_EoSL_,9,2,0.07364964485168457,0,2494,1371,563,269
Marketing_EoSL_,9,3,0.32433485984802246,0,16666,4023,2461,495
Marketing_EoSL_,9,5,0.9352126121520996,0,54333,8827,8086,734
I_LVL2_1_Interesting_Non-Random-Synthetic__2_5_31250_,1,2,0.040802717208862305,0,256,252,182,144
I_LVL2_1_Interesting_Non-Random-Synthetic__2_5_31250_,1,3,0.07619690895080566,0,1311,711,566,318
I_LVL2_1_Interesting_Non-Random-Synthetic__2_5_31250_,1,5,0.13457179069519043,0,3691,1314,1180,460
wpbc,R,2,0.14284849166870117,0,8452,5026,2817,344
wpbc,R,3,1.8827738761901855,0,182351,10524,6992,373
wpbc,R,5,3.5103776454925537,0,346811,13849,11663,442
volcanoes-a3,4,2,0.005785942077636719,0,61,42,25,25
volcanoes-a3,4,3,0.007314443588256836,0,121,61,44,44
volcanoes-a3,4,5,0.007569551467895508,0,121,61,44,44
winsconsin,4,2,0.010686397552490234,0,231,204,138,131
winsconsin,4,3,0.024049758911132812,0,913,484,374,337
winsconsin,4,5,0.040982961654663086,0,1815,718,577,533
optical,5,2,0.4170267581939697,0,12668,7621,5081,511
optical,5,3,4.464636325836182,0,170312,47502,40620,866
optical,5,5,58.97623610496521,0,2187050,430911,410719,2211
NormalDist_Random-Synthetic__2_12_5886_,0,2,0.05149674415588379,0,1373,1309,662,280
NormalDist_Random-Synthetic__2_12_5886_,0,3,0.41924309730529785,0,19674,14104,7331,525
NormalDist_Random-Synthetic__2_12_5886_,0,5,7.7112109661102295,0,485366,126668,77205,903
horse_colic_lesion,1,2,0.005837202072143555,0,1,0,0,0
horse_colic_lesion,1,3,0.006060123443603516,0,1,0,0,0
horse_colic_lesion,1,5,0.0062408447265625,0,1,0,0,0
contraceptive,3,2,0.017279386520385742,0,427,389,183,159
contraceptive,3,3,0.0645287036895752,0,2967,2045,1072,286
contraceptive,3,5,0.3040122985839844,0,17841,7146,4842,522
heart_switzerland,1,2,0.00929570198059082,0,341,84,52,52
heart_switzerland,1,3,0.017207622528076172,0,942,164,121,119
heart_switzerland,1,5,0.025043964385986328,0,1577,257,209,177
saheart,1,2,0.017209768295288086,0,547,525,285,204
saheart,1,3,0.07737255096435547,0,4843,1712,1070,345
saheart,1,5,0.17131400108337402,0,13707,1895,1169,357
analcatdata_boxing2,2,2,0.006507396697998047,0,204,36,16,16
analcatdata_boxing2,2,3,0.008473396301269531,0,336,36,16,16
analcatdata_boxing2,2,5,0.008056402206420898,0,336,36,16,16
analcatdata_lawsuit,2,2,0.005573749542236328,0,65,33,21,21
analcatdata_lawsuit,2,3,0.0064122676849365234,0,103,45,32,32
analcatdata_lawsuit,2,5,0.006244659423828125,0,109,46,33,33
pc1_req,2,2,0.008681535720825195,0,161,104,49,49
pc1_req,2,3,0.018464326858520508,0,673,357,165,136
pc1_req,2,5,0.04552292823791504,0,2438,1078,521,250
robot1,collision,2,0.012202024459838867,0,305,265,158,144
robot1,collision,3,0.030678272247314453,0,1409,611,470,209
robot1,collision,5,0.0697469711303711,0,3849,1039,737,387
credit-g,1,2,0.06406450271606445,0,2970,2033,1104,225
credit-g,1,3,0.4910433292388916,0,30086,9907,6539,397
credit-g,1,5,2.207611560821533,0,143373,35767,27463,869
lsvt,1,2,2.8172852993011475,0,248285,10007,8221,851
lsvt,1,3,22.886083841323853,0,2343996,38781,31030,1090
lsvt,1,5,632.5990164279938,0,60111810,8251994,6117807,1360
acute-inflammations,2,2,0.0057489871978759766,0,69,54,42,42
acute-inflammations,2,3,0.009180545806884766,0,183,111,97,97
acute-inflammations,2,5,0.009915828704833984,0,279,144,137,129
cardio10,8,2,0.044857025146484375,0,1658,895,571,325
cardio10,8,3,0.1993112564086914,0,10423,3320,3026,708
cardio10,8,5,1.0828275680541992,0,65687,13475,13390,1397
phishing,-1,2,0.12632489204406738,0,2040,1522,870,400
phishing,-1,3,0.553199291229248,0,12599,5146,3606,792
phishing,-1,5,6.567850828170776,0,170443,42546,33357,2390
prnn_synth,1,2,0.004340648651123047,0,25,19,9,9
prnn_synth,1,3,0.004399776458740234,0,25,19,9,9
prnn_synth,1,5,0.0043680667877197266,0,25,19,9,9
mice,t-SC-s,2,0.578716516494751,0,37091,7238,6673,560
mice,t-SC-s,3,0.8894221782684326,0,64761,5340,3145,917
mice,t-SC-s,5,18.899717569351196,0,1815723,127800,3394,1810
U_LVL0_Uninteresting_Non-Random-Synthetic__2_4_62500_,0,2,0.05787372589111328,0,171,171,0,0
U_LVL0_Uninteresting_Non-Random-Synthetic__2_4_62500_,0,3,0.08193516731262207,0,671,671,0,0
U_LVL0_Uninteresting_Non-Random-Synthetic__2_4_62500_,0,5,0.10400581359863281,0,1296,1296,0,0
grammatical_a4,1,2,2.672146797180176,0,155185,28035,27373,1411
grammatical_a4,1,3,157.44214749336243,0,10383041,1784970,1784237,4027
grammatical_a4,1,5,-1.0,1,-1,-1,-1,-1
NormalDist_Random-Synthetic__2_7_7283_,1,2,0.02706122398376465,0,494,482,232,181
NormalDist_Random-Synthetic__2_7_7283_,1,3,0.10201191902160645,0,3838,3193,1652,387
NormalDist_Random-Synthetic__2_7_7283_,1,5,0.5206215381622314,0,28040,13363,7549,572
ND_LVL_2_1_NormalDist_Random-Synthetic__2_10_10000_,0,2,0.11867213249206543,0,4601,2700,1408,360
ND_LVL_2_1_NormalDist_Random-Synthetic__2_10_10000_,0,3,1.2221345901489258,0,71521,24886,13862,598
ND_LVL_2_1_NormalDist_Random-Synthetic__2_10_10000_,0,5,11.717174291610718,0,875831,60639,38990,699
grammatical_b2,1,2,5.498680830001831,0,323876,48461,47160,1409
grammatical_b2,1,3,284.7619414329529,0,18076957,3112785,3097819,3817
grammatical_b2,1,5,-1.0,1,-1,-1,-1,-1
ED_LVL_2_0_EqualDist_Random-Synthetic__2_10_1000_,1,2,0.0846853256225586,0,4601,2483,1127,314
ED_LVL_2_0_EqualDist_Random-Synthetic__2_10_1000_,1,3,0.7295074462890625,0,68881,2483,1127,314
ED_LVL_2_0_EqualDist_Random-Synthetic__2_10_1000_,1,5,0.7268843650817871,0,68881,2483,1127,314
grammatical_b6,1,2,2.89992618560791,0,171422,17901,16985,1408
grammatical_b6,1,3,91.7930235862732,0,5858061,460243,459931,4968
grammatical_b6,1,5,-1.0,1,-1,-1,-1,-1
I_LVL2_0_Interesting_Non-Random-Synthetic__2_5_3125_,1,2,0.013348579406738281,0,236,228,117,106
I_LVL2_0_Interesting_Non-Random-Synthetic__2_5_3125_,1,3,0.02699589729309082,0,961,299,209,116
I_LVL2_0_Interesting_Non-Random-Synthetic__2_5_3125_,1,5,0.032697439193725586,0,1386,299,209,116
gesture_raw,Preparation,2,0.09196639060974121,0,2813,2339,1135,361
gesture_raw,Preparation,3,1.000701665878296,0,50733,19002,10806,696
gesture_raw,Preparation,5,13.399587631225586,0,802453,179300,116736,1602
monks3,0,2,0.0075991153717041016,0,137,134,53,53
monks3,0,3,0.016965866088867188,0,552,465,217,194
monks3,0,5,0.03064560890197754,0,1468,631,303,252
I_LVL1_0_Interesting_Non-Random-Synthetic__2_2_4_,1,2,0.0036792755126953125,0,1,0,0,0
I_LVL1_0_Interesting_Non-Random-Synthetic__2_2_4_,1,3,0.0037152767181396484,0,1,0,0,0
I_LVL1_0_Interesting_Non-Random-Synthetic__2_2_4_,1,5,0.003620147705078125,0,1,0,0,0
wall2,Slight-Right-Turn,2,0.005684852600097656,0,21,8,5,5
wall2,Slight-Right-Turn,3,0.00562739372253418,0,21,8,5,5
wall2,Slight-Right-Turn,5,0.005537271499633789,0,21,8,5,5
abalone,1,2,0.020168066024780273,0,452,345,131,127
abalone,1,3,0.054593801498413086,0,2296,1090,543,321
abalone,1,5,0.15517020225524902,0,8688,2762,1266,470
wholesale,2,2,0.011313199996948242,0,324,262,144,137
wholesale,2,3,0.027905941009521484,0,1556,491,337,242
wholesale,2,5,0.03907370567321777,0,2572,464,368,261
soybean_large,purple-seed-stain,2,0.058188438415527344,0,3097,1375,980,427
soybean_large,purple-seed-stain,3,0.33646082878112793,0,23533,7765,6858,678
soybean_large,purple-seed-stain,5,2.8175950050354004,0,216735,59802,59152,934
U_LVL2_1_Uninteresting_Non-Random-Synthetic__2_5_31250_,0,2,0.04071164131164551,0,276,276,0,0
U_LVL2_1_Uninteresting_Non-Random-Synthetic__2_5_31250_,0,3,0.08132433891296387,0,1526,1526,0,0
U_LVL2_1_Uninteresting_Non-Random-Synthetic__2_5_31250_,0,5,0.23241662979125977,0,7776,4651,0,0
onehund_mar,Acer Capillipes,2,0.30477261543273926,0,14853,7657,6249,520
onehund_mar,Acer Capillipes,3,5.225192070007324,0,315055,98384,97753,1212
onehund_mar,Acer Capillipes,5,134.733051776886,0,9307789,1423865,1422978,1967
jEdit_4.2_4.3,1,2,0.013451099395751953,0,368,301,154,142
jEdit_4.2_4.3,1,3,0.04138016700744629,0,2213,952,541,280
jEdit_4.2_4.3,1,5,0.09745383262634277,0,6816,1666,1128,308
hiv_impens,1,2,0.10069441795349121,0,8838,340,162,147
hiv_impens,1,3,0.1773667335510254,0,16559,343,163,148
hiv_impens,1,5,0.17716479301452637,0,16655,343,163,148
abalone_ori,18,2,0.019366741180419922,0,436,274,158,148
abalone_ori,18,3,0.055510520935058594,0,2360,1078,745,331
abalone_ori,18,5,0.18836641311645508,0,10580,3491,2776,441
ada_agnostic,2,2,0.1363685131072998,0,3999,2683,1628,411
ada_agnostic,2,3,1.6516788005828857,0,60401,32866,22749,764
ada_agnostic,2,5,160.89913296699524,0,6183751,3090301,2430297,2586
pitt1_1,DECK,2,0.010082721710205078,0,222,66,34,34
pitt1_1,DECK,3,0.010737180709838867,0,384,93,44,44
pitt1_1,DECK,5,0.010418176651000977,0,416,95,45,45
hiv_1625,1,2,0.0831449031829834,0,5821,431,324,258
hiv_1625,1,3,0.12922453880310059,0,10001,398,391,307
hiv_1625,1,5,0.18223357200622559,0,15001,573,571,447
mfeat-factors,7,2,3.0257601737976074,0,164501,15430,14127,855
mfeat-factors,7,3,18.23326539993286,0,1125861,108342,25127,2066
mfeat-factors,7,5,-1.0,1,-1,-1,-1,-1
ED_LVL_1_0_EqualDist_Random-Synthetic__2_5_1000_,0,2,0.011550188064575195,0,276,276,133,128
ED_LVL_1_0_EqualDist_Random-Synthetic__2_5_1000_,0,3,0.030391931533813477,0,1526,626,329,229
ED_LVL_1_0_EqualDist_Random-Synthetic__2_5_1000_,0,5,0.04095745086669922,0,2426,626,329,229
ED_LVL_3_2_EqualDist_Random-Synthetic__2_20_100000_,1,2,4.454529047012329,0,76401,76401,38669,714
ED_LVL_3_2_EqualDist_Random-Synthetic__2_20_100000_,1,3,306.6801931858063,0,9196401,76401,38669,714
ED_LVL_3_2_EqualDist_Random-Synthetic__2_20_100000_,1,5,306.21639752388,0,9196401,76401,38669,714
Seismic-Bumps_UCI_,1,2,0.02937006950378418,0,810,749,350,251
Seismic-Bumps_UCI_,1,3,0.1786668300628662,0,7554,6166,3346,563
Seismic-Bumps_UCI_,1,5,2.9599359035491943,0,142177,99719,62730,1416
pitt2_4,S,2,0.0070514678955078125,0,176,67,36,36
pitt2_4,S,3,0.010540485382080078,0,395,114,56,56
pitt2_4,S,5,0.011273622512817383,0,475,122,58,58
lenses,softCL,2,0.004308938980102539,0,20,5,3,3
lenses,softCL,3,0.004263877868652344,0,20,5,3,3
lenses,softCL,5,0.00415492057800293,0,20,5,3,3
statlog_ls,5,2,0.16365599632263184,0,5417,1866,1191,455
statlog_ls,5,3,1.1193385124206543,0,53757,16194,11065,1504
statlog_ls,5,5,29.34601616859436,0,1735765,207462,173628,3952
EqualDist_Random-Synthetic__2_14_5644_,1,2,0.0818328857421875,0,2527,2527,1265,339
EqualDist_Random-Synthetic__2_14_5644_,1,3,1.1653509140014648,0,52792,49915,26733,676
EqualDist_Random-Synthetic__2_14_5644_,1,5,18.604300260543823,0,1301983,126050,83915,828
thyroid_sick,sick.,2,0.0543668270111084,0,1650,1288,607,296
thyroid_sick,sick.,3,0.4092276096343994,0,16824,8811,5130,748
thyroid_sick,sick.,5,11.344789981842041,0,517791,172644,130338,1801
BreastCancerWisconsin_UCI_,4,2,0.043840885162353516,0,3115,299,210,189
BreastCancerWisconsin_UCI_,4,3,0.09308195114135742,0,7623,376,227,202
BreastCancerWisconsin_UCI_,4,5,0.10836267471313477,0,8965,417,232,202
pamap2,1,2,0.5043377876281738,0,5829,1472,1230,350
pamap2,1,3,1.5723927021026611,0,41777,6822,6673,576
pamap2,1,5,6.6447131633758545,0,244169,24333,24170,1524
U_LVL1_2_Uninteresting_Non-Random-Synthetic__2_2_400_,1,2,0.004378080368041992,0,9,9,0,0
U_LVL1_2_Uninteresting_Non-Random-Synthetic__2_2_400_,1,3,0.004346370697021484,0,9,9,0,0
U_LVL1_2_Uninteresting_Non-Random-Synthetic__2_2_400_,1,5,0.0043447017669677734,0,9,9,0,0
visualizing_livestock,4,2,0.004508018493652344,0,31,4,2,2
visualizing_livestock,4,3,0.004575967788696289,0,31,4,2,2
visualizing_livestock,4,5,0.004429340362548828,0,31,4,2,2
volcanoes-a2,4,2,0.006119728088378906,0,61,42,22,22
volcanoes-a2,4,3,0.007490873336791992,0,121,61,41,41
volcanoes-a2,4,5,0.007364034652709961,0,121,61,41,41
blogger,no,2,0.005925178527832031,0,99,50,18,18
blogger,no,3,0.007489442825317383,0,192,77,22,22
blogger,no,5,0.007718086242675781,0,222,86,23,23
grammatical_a5,1,2,3.767836570739746,0,228649,11988,11528,1125
grammatical_a5,1,3,66.25430250167847,0,4112165,201745,200761,2921
grammatical_a5,1,5,-1.0,1,-1,-1,-1,-1
prnn_crabs,1,2,0.010606765747070312,0,315,175,85,85
prnn_crabs,1,3,0.024057388305664062,0,1387,421,212,166
prnn_crabs,1,5,0.04271554946899414,0,2695,671,373,270
hepatitis,1,2,0.022611618041992188,0,1063,483,230,189
hepatitis,1,3,0.10050535202026367,0,7299,1497,925,361
hepatitis,1,5,0.37148189544677734,0,31279,2714,1966,525
