dataset_name,target_value,depth,Apriori_DP (PS)-real_time_taken,Apriori_DP (PS)-failed,Apriori_DP (PS)-sgs_evaluated,Apriori_DP (PS)-sgs_eval_interesting,Apriori_DP (PS)-sgs_quality_interesting,Apriori_DP (PS)-sgs_top_k_interesting
car,good,2,0.008562564849853516,0,126,104,101,101
car,good,3,0.013128519058227539,0,391,220,360,206
car,good,5,0.014893293380737305,0,453,235,422,221
libras,4,2,0.37454748153686523,0,24450,626,15988,507
libras,4,3,0.4108695983886719,0,27115,1566,18653,699
libras,4,5,0.8198275566101074,0,38278,12729,29816,923
monks2,1,2,0.007993698120117188,0,153,136,91,91
monks2,1,3,0.015200614929199219,0,592,457,321,216
monks2,1,5,0.024417638778686523,0,983,561,654,221
onehund_tex,Acer Capillipes,2,0.15935158729553223,0,8449,859,4890,352
onehund_tex,Acer Capillipes,3,0.3361818790435791,0,16421,3620,12842,590
onehund_tex,Acer Capillipes,5,1.560364007949829,0,46860,23969,43260,932
grammatical_b3,0,2,0.5857083797454834,0,30116,1946,29513,556
grammatical_b3,0,3,1.0944228172302246,0,55784,18825,55181,650
grammatical_b3,0,5,196.20353436470032,0,661157,567616,660554,699
volcanoes-a4,5,2,0.0064544677734375,0,78,46,18,18
volcanoes-a4,5,3,0.00720667839050293,0,106,65,37,37
volcanoes-a4,5,5,0.007056713104248047,0,106,65,37,37
chronic_kidney_disease,ckd,2,0.03975701332092285,0,2489,190,1230,269
chronic_kidney_disease,ckd,3,0.045931100845336914,0,2845,252,1579,373
chronic_kidney_disease,ckd,5,0.04745745658874512,0,2911,298,1645,415
PopularKids,2,2,0.0166780948638916,0,741,417,294,175
PopularKids,2,3,0.047714948654174805,0,2630,890,1461,283
PopularKids,2,5,0.06592941284179688,0,3243,1309,2025,327
ED_LVL_2_2_EqualDist_Random-Synthetic__2_10_100000_,1,2,0.6632828712463379,0,5050,4600,2350,341
ED_LVL_2_2_EqualDist_Random-Synthetic__2_10_100000_,1,3,11.257138729095459,0,125050,5662,64694,341
ED_LVL_2_2_EqualDist_Random-Synthetic__2_10_100000_,1,5,11.238178253173828,0,125050,5662,64694,341
yeast,ME1,2,0.010099411010742188,0,181,132,78,78
yeast,ME1,3,0.016820907592773438,0,551,207,359,205
yeast,ME1,5,0.019789934158325195,0,661,274,469,275
auto8,class9,2,78.12483763694763,0,5391008,84245,2818138,933
auto8,class9,3,283.2409281730652,0,9253009,211497,6423476,1133
auto8,class9,5,-1.0,1,-1,-1,-1,-1
analcatdata_dmft,1,2,0.009121179580688477,0,231,137,67,54
analcatdata_dmft,1,3,0.01323843002319336,0,483,335,191,103
analcatdata_dmft,1,5,0.016132354736328125,0,586,416,266,109
pc2,2,2,0.128187894821167,0,3932,448,1365,388
pc2,2,3,0.2102656364440918,0,6699,2414,4097,599
pc2,2,5,3.4858829975128174,0,49100,44815,46462,997
scene,2,2,10.261924505233765,0,546676,3421,343267,673
scene,2,3,10.669162511825562,0,552503,4740,349094,872
scene,2,5,10.617347717285156,0,554060,5407,350651,1119
first,1,2,0.451077938079834,0,15936,2293,7199,458
first,1,3,1.0731091499328613,0,33186,4280,22745,808
first,1,5,1.5577147006988525,0,42548,7386,31493,1135
ecoli,om,2,0.007807016372680664,0,129,93,66,58
ecoli,om,3,0.01106715202331543,0,331,172,238,142
ecoli,om,5,0.013260126113891602,0,440,251,347,187
grammatical_a7,1,2,0.4152843952178955,0,18763,3019,18024,737
grammatical_a7,1,3,1.8612217903137207,0,85707,62924,84968,1006
grammatical_a7,1,5,-1.0,1,-1,-1,-1,-1
ND_LVL_3_3_NormalDist_Random-Synthetic__2_20_1000000_,0,2,40.98474407196045,0,51432,23120,24768,409
ND_LVL_3_3_NormalDist_Random-Synthetic__2_20_1000000_,0,3,-1.0,1,-1,-1,-1,-1
ND_LVL_3_3_NormalDist_Random-Synthetic__2_20_1000000_,0,5,-1.0,1,-1,-1,-1,-1
parkinson_speech,0,2,0.21452713012695312,0,5358,633,2974,226
parkinson_speech,0,3,0.13437509536743164,0,6738,843,4136,300
parkinson_speech,0,5,0.13290810585021973,0,6929,1004,4319,319
grammatical_b9,1,2,1.139939546585083,0,34857,2434,34185,434
grammatical_b9,1,3,1.1530272960662842,0,52254,10101,51578,484
grammatical_b9,1,5,11.503800392150879,0,107038,62206,106361,493
climate,0,2,0.05572104454040527,0,3160,427,1436,306
climate,0,3,0.07194066047668457,0,3942,495,2216,341
climate,0,5,0.07261466979980469,0,3946,497,2220,341
isolet,14,2,14.763278007507324,0,483964,6603,473985,1047
isolet,14,3,20.86164426803589,0,626522,86353,609298,1383
isolet,14,5,-1.0,1,-1,-1,-1,-1
auto7_3,class3,2,0.019324302673339844,0,780,610,341,227
auto7_3,class3,3,0.09477686882019043,0,5595,1373,2964,360
auto7_3,class3,5,0.12653255462646484,0,6341,1753,3648,385
volcanoes-d3,3,2,0.010480642318725586,0,78,55,17,17
volcanoes-d3,3,3,0.011790037155151367,0,125,87,35,35
volcanoes-d3,3,5,0.011852025985717773,0,125,87,35,35
Diabetic,0,2,0.04568314552307129,0,2080,760,974,281
Diabetic,0,3,0.12292027473449707,0,6067,1818,4341,381
Diabetic,0,5,0.24867582321166992,0,9439,4614,7288,451
ar4,2,2,0.06606435775756836,0,4671,343,1887,241
ar4,2,3,0.08790159225463867,0,6229,1321,3445,359
ar4,2,5,0.4851548671722412,0,16446,11523,13662,424
auto5, class3,2,1.8014583587646484,0,113050,4460,52591,616
auto5, class3,3,2.5594518184661865,0,138419,5508,77191,666
auto5, class3,5,2.5947818756103516,0,138629,5536,77401,668
Chess_King-Rookvs.King-Pawn__UCI_,nowin,2,0.06917285919189453,0,2629,1173,1390,394
Chess_King-Rookvs.King-Pawn__UCI_,nowin,3,0.438887357711792,0,17110,8141,9607,635
Chess_King-Rookvs.King-Pawn__UCI_,nowin,5,12.087820768356323,0,128480,80274,77511,982
bankruptcy,1,2,0.00751948356628418,0,173,113,89,11
bankruptcy,1,3,0.01087331771850586,0,396,268,240,11
bankruptcy,1,5,0.013993978500366211,0,517,385,356,11
onehund_sha,Acer Capillipes,2,0.174910306930542,0,9572,418,6485,347
onehund_sha,Acer Capillipes,3,0.20157289505004883,0,10927,563,7840,524
onehund_sha,Acer Capillipes,5,0.20766854286193848,0,11439,1075,8352,735
pc3,2,2,0.14682960510253906,0,8001,593,3304,375
pc3,2,3,0.20148086547851562,0,11052,1875,6299,474
pc3,2,5,0.45101428031921387,0,17270,6683,12507,516
Marketing_EoSL_,9,2,0.07674193382263184,0,2631,318,768,253
Marketing_EoSL_,9,3,0.10741496086120605,0,3622,519,1622,394
Marketing_EoSL_,9,5,0.11737751960754395,0,3991,715,1991,454
I_LVL2_1_Interesting_Non-Random-Synthetic__2_5_31250_,1,2,0.044191837310791016,0,301,251,182,148
I_LVL2_1_Interesting_Non-Random-Synthetic__2_5_31250_,1,3,0.09357976913452148,0,1356,436,990,198
I_LVL2_1_Interesting_Non-Random-Synthetic__2_5_31250_,1,5,0.0974419116973877,0,1356,436,990,198
wpbc,R,2,0.11803960800170898,0,8646,1005,3905,342
wpbc,R,3,0.20525360107421875,0,11658,1418,6798,406
wpbc,R,5,0.22320199012756348,0,12385,1911,7524,461
volcanoes-a3,4,2,0.01624917984008789,0,67,41,25,25
volcanoes-a3,4,3,0.006728649139404297,0,89,60,44,44
volcanoes-a3,4,5,0.006780147552490234,0,89,60,44,44
winsconsin,4,2,0.010426759719848633,0,253,134,158,131
winsconsin,4,3,0.017276763916015625,0,641,191,533,239
winsconsin,4,5,0.017770051956176758,0,677,205,569,255
optical,5,2,0.45684003829956055,0,14373,1005,5982,484
optical,5,3,0.775986909866333,0,23655,5488,14426,770
optical,5,5,11.541383028030396,0,129567,93602,112821,1194
NormalDist_Random-Synthetic__2_12_5886_,0,2,0.050896406173706055,0,1485,1045,701,271
NormalDist_Random-Synthetic__2_12_5886_,0,3,0.3384387493133545,0,12668,6440,6367,357
NormalDist_Random-Synthetic__2_12_5886_,0,5,3.9732983112335205,0,55498,18171,30427,359
horse_colic_lesion,1,2,0.038869619369506836,0,2485,1187,0,0
horse_colic_lesion,1,3,0.21875262260437012,0,11596,9807,0,0
horse_colic_lesion,1,5,42.367515325546265,0,211729,209938,0,0
contraceptive,3,2,0.015478849411010742,0,465,329,195,158
contraceptive,3,3,0.04638481140136719,0,2163,886,1147,290
contraceptive,3,5,0.07464432716369629,0,3133,1494,1902,338
heart_switzerland,1,2,0.012485265731811523,0,440,296,179,52
heart_switzerland,1,3,0.031139612197875977,0,1725,678,1031,119
heart_switzerland,1,5,0.04863572120666504,0,2598,1147,1884,195
saheart,1,2,0.015850067138671875,0,595,396,291,194
saheart,1,3,0.04861927032470703,0,2727,524,1813,244
saheart,1,5,0.04945969581604004,0,2762,532,1848,247
analcatdata_boxing2,2,2,0.009351491928100586,0,301,115,89,16
analcatdata_boxing2,2,3,0.010447978973388672,0,362,176,150,16
analcatdata_boxing2,2,5,0.01105809211730957,0,362,176,150,16
analcatdata_lawsuit,2,2,0.005602121353149414,0,50,33,22,21
analcatdata_lawsuit,2,3,0.005959510803222656,0,76,56,44,32
analcatdata_lawsuit,2,5,0.006603717803955078,0,83,63,51,33
pc1_req,2,2,0.008301258087158203,0,172,132,71,49
pc1_req,2,3,0.01468968391418457,0,550,373,277,148
pc1_req,2,5,0.027477025985717773,0,1124,799,609,236
robot1,collision,2,0.011896610260009766,0,328,202,171,139
robot1,collision,3,0.023565053939819336,0,987,293,706,214
robot1,collision,5,0.02435755729675293,0,1026,307,745,223
credit-g,1,2,0.0584108829498291,0,3240,823,1502,251
credit-g,1,3,0.15668392181396484,0,8431,2152,5064,359
credit-g,1,5,0.3214912414550781,0,11983,4180,7850,435
lsvt,1,2,4.449085712432861,0,285128,1325,219940,476
lsvt,1,3,4.473705053329468,0,286637,1614,221449,514
lsvt,1,5,4.4026360511779785,0,286838,1787,221650,516
acute-inflammations,2,2,0.006050586700439453,0,69,54,43,42
acute-inflammations,2,3,0.007402181625366211,0,150,135,122,97
acute-inflammations,2,5,0.009356498718261719,0,241,182,213,132
cardio10,8,2,0.035550594329833984,0,1394,200,632,290
cardio10,8,3,0.048931121826171875,0,2063,419,1297,497
cardio10,8,5,0.06736493110656738,0,2604,791,1838,626
phishing,-1,2,0.13557648658752441,0,2279,740,1169,347
phishing,-1,3,0.4927248954772949,0,8776,2184,5692,577
phishing,-1,5,1.9894847869873047,0,25038,16573,18507,646
prnn_synth,1,2,0.0049626827239990234,0,36,22,12,9
prnn_synth,1,3,0.004896402359008789,0,36,22,12,9
prnn_synth,1,5,0.004864931106567383,0,36,22,12,9
mice,t-SC-s,2,0.6493313312530518,0,39654,508,19006,538
mice,t-SC-s,3,0.6505703926086426,0,40250,586,19602,712
mice,t-SC-s,5,0.657135009765625,0,40316,630,19668,759
U_LVL0_Uninteresting_Non-Random-Synthetic__2_4_62500_,0,2,0.06219363212585449,0,210,170,0,0
U_LVL0_Uninteresting_Non-Random-Synthetic__2_4_62500_,0,3,0.1034688949584961,0,710,670,0,0
U_LVL0_Uninteresting_Non-Random-Synthetic__2_4_62500_,0,5,0.15308690071105957,0,1335,1295,0,0
grammatical_a4,1,2,0.4521453380584717,0,20905,9582,20070,757
grammatical_a4,1,3,9.051742792129517,0,384578,262693,383743,893
grammatical_a4,1,5,-1.0,1,-1,-1,-1,-1
NormalDist_Random-Synthetic__2_7_7283_,1,2,0.027261018753051758,0,561,460,237,175
NormalDist_Random-Synthetic__2_7_7283_,1,3,0.09636735916137695,0,3495,2030,1784,274
NormalDist_Random-Synthetic__2_7_7283_,1,5,0.33819150924682617,0,9200,3882,5052,282
ND_LVL_2_1_NormalDist_Random-Synthetic__2_10_10000_,0,2,0.14063215255737305,0,5050,1651,2227,326
ND_LVL_2_1_NormalDist_Random-Synthetic__2_10_10000_,0,3,0.7409141063690186,0,26254,7961,13455,355
ND_LVL_2_1_NormalDist_Random-Synthetic__2_10_10000_,0,5,2.3235621452331543,0,56411,8001,31654,355
grammatical_b2,1,2,1.0256755352020264,0,50973,8917,49930,682
grammatical_b2,1,3,6.557368755340576,0,259224,161878,258181,807
grammatical_b2,1,5,-1.0,1,-1,-1,-1,-1
ED_LVL_2_0_EqualDist_Random-Synthetic__2_10_1000_,1,2,0.08151006698608398,0,5050,1208,1984,256
ED_LVL_2_0_EqualDist_Random-Synthetic__2_10_1000_,1,3,0.1636500358581543,0,8281,1208,4226,256
ED_LVL_2_0_EqualDist_Random-Synthetic__2_10_1000_,1,5,0.16276884078979492,0,8281,1208,4226,256
grammatical_b6,1,2,0.7172300815582275,0,34609,2200,33777,935
grammatical_b6,1,3,1.2624311447143555,0,58129,19124,57297,1024
grammatical_b6,1,5,263.3384311199188,0,750614,687970,749782,1057
I_LVL2_0_Interesting_Non-Random-Synthetic__2_5_3125_,1,2,0.013055562973022461,0,278,227,117,107
I_LVL2_0_Interesting_Non-Random-Synthetic__2_5_3125_,1,3,0.029525279998779297,0,1138,412,657,180
I_LVL2_0_Interesting_Non-Random-Synthetic__2_5_3125_,1,5,0.030884504318237305,0,1138,412,657,180
gesture_raw,Preparation,2,0.09230518341064453,0,2926,773,1186,322
gesture_raw,Preparation,3,0.18969488143920898,0,6412,2454,4075,457
gesture_raw,Preparation,5,0.8412561416625977,0,17173,12172,14527,518
monks3,0,2,0.0078051090240478516,0,153,133,53,53
monks3,0,3,0.014237165451049805,0,562,230,218,191
monks3,0,5,0.015572786331176758,0,605,230,261,191
I_LVL1_0_Interesting_Non-Random-Synthetic__2_2_4_,1,2,0.004141807556152344,0,5,3,3,0
I_LVL1_0_Interesting_Non-Random-Synthetic__2_2_4_,1,3,0.0042819976806640625,0,5,3,3,0
I_LVL1_0_Interesting_Non-Random-Synthetic__2_2_4_,1,5,0.004079580307006836,0,5,3,3,0
wall2,Slight-Right-Turn,2,0.00574040412902832,0,14,7,5,5
wall2,Slight-Right-Turn,3,0.005658388137817383,0,14,7,5,5
wall2,Slight-Right-Turn,5,0.0057332515716552734,0,14,7,5,5
abalone,1,2,0.018949031829833984,0,496,241,155,127
abalone,1,3,0.03742337226867676,0,1305,355,633,235
abalone,1,5,0.041290283203125,0,1473,429,801,302
wholesale,2,2,0.010900735855102539,0,327,192,150,139
wholesale,2,3,0.026207923889160156,0,984,257,716,223
wholesale,2,5,0.022054195404052734,0,1022,280,754,244
soybean_large,purple-seed-stain,2,0.0331268310546875,0,1750,349,1125,402
soybean_large,purple-seed-stain,3,0.06452441215515137,0,3860,1489,3124,633
soybean_large,purple-seed-stain,5,0.9664530754089355,0,24209,21838,23473,693
U_LVL2_1_Uninteresting_Non-Random-Synthetic__2_5_31250_,0,2,0.04557394981384277,0,325,275,0,0
U_LVL2_1_Uninteresting_Non-Random-Synthetic__2_5_31250_,0,3,0.10445642471313477,0,1575,1525,0,0
U_LVL2_1_Uninteresting_Non-Random-Synthetic__2_5_31250_,0,5,0.6110460758209229,0,7825,7775,0,0
onehund_mar,Acer Capillipes,2,0.17758536338806152,0,9538,521,6249,416
onehund_mar,Acer Capillipes,3,0.259920597076416,0,12350,2136,9060,629
onehund_mar,Acer Capillipes,5,0.6776683330535889,0,24398,10365,21108,958
jEdit_4.2_4.3,1,2,0.012276172637939453,0,406,255,181,139
jEdit_4.2_4.3,1,3,0.02649998664855957,0,1304,508,776,229
jEdit_4.2_4.3,1,5,0.03348422050476074,0,1568,706,1035,259
hiv_impens,1,2,0.13862919807434082,0,9608,1024,2375,144
hiv_impens,1,3,0.23178505897521973,0,12301,1495,4135,144
hiv_impens,1,5,0.23561310768127441,0,12444,1632,4278,144
abalone_ori,18,2,0.018491744995117188,0,466,208,158,144
abalone_ori,18,3,0.03299140930175781,0,1073,352,604,255
abalone_ori,18,5,0.03760528564453125,0,1267,489,798,298
ada_agnostic,2,2,0.13916897773742676,0,4659,1183,2033,461
ada_agnostic,2,3,0.681307315826416,0,19856,13367,13341,743
ada_agnostic,2,5,332.2947647571564,0,1027365,1007224,832580,1173
pitt1_1,DECK,2,0.008034706115722656,0,195,126,84,34
pitt1_1,DECK,3,0.012628555297851562,0,485,400,314,44
pitt1_1,DECK,5,0.02710270881652832,0,1092,989,885,45
hiv_1625,1,2,0.14579415321350098,0,9340,224,1960,234
hiv_1625,1,3,0.14725303649902344,0,9474,260,2094,280
hiv_1625,1,5,0.1459062099456787,0,9498,278,2118,298
mfeat-factors,7,2,1.956242322921753,0,101889,745,90166,644
mfeat-factors,7,3,1.9973373413085938,0,102692,935,90969,721
mfeat-factors,7,5,2.006028175354004,0,102820,1014,91097,743
ED_LVL_1_0_EqualDist_Random-Synthetic__2_5_1000_,0,2,0.011207342147827148,0,325,275,133,127
ED_LVL_1_0_EqualDist_Random-Synthetic__2_5_1000_,0,3,0.03116631507873535,0,1575,522,843,170
ED_LVL_1_0_EqualDist_Random-Synthetic__2_5_1000_,0,5,0.033173561096191406,0,1605,523,873,170
ED_LVL_3_2_EqualDist_Random-Synthetic__2_20_100000_,1,2,7.226442813873291,0,80200,76400,38669,212
ED_LVL_3_2_EqualDist_Random-Synthetic__2_20_100000_,1,3,-1.0,1,-1,-1,-1,-1
ED_LVL_3_2_EqualDist_Random-Synthetic__2_20_100000_,1,5,-1.0,1,-1,-1,-1,-1
Seismic-Bumps_UCI_,1,2,0.08772611618041992,0,821,360,358,226
Seismic-Bumps_UCI_,1,3,0.07782220840454102,0,2515,1055,1439,406
Seismic-Bumps_UCI_,1,5,0.21391797065734863,0,6021,3906,3540,542
pitt2_4,S,2,0.008289098739624023,0,194,138,94,36
pitt2_4,S,3,0.013901472091674805,0,557,459,340,56
pitt2_4,S,5,0.03177356719970703,0,1293,1177,985,58
lenses,softCL,2,0.0048830509185791016,0,30,23,21,3
lenses,softCL,3,0.004998445510864258,0,45,38,36,3
lenses,softCL,5,0.0050542354583740234,0,50,43,41,3
statlog_ls,5,2,0.5089735984802246,0,10014,431,3233,422
statlog_ls,5,3,0.5503971576690674,0,11769,1333,4988,501
statlog_ls,5,5,0.5383749008178711,0,16520,5265,9739,511
EqualDist_Random-Synthetic__2_14_5644_,1,2,0.07878828048706055,0,2701,2526,1265,304
EqualDist_Random-Synthetic__2_14_5644_,1,3,1.3546838760375977,0,52966,13759,27167,332
EqualDist_Random-Synthetic__2_14_5644_,1,5,4.7171595096588135,0,75202,16096,41675,332
thyroid_sick,sick.,2,0.04965519905090332,0,1834,431,705,304
thyroid_sick,sick.,3,0.1181180477142334,0,4741,1732,3127,606
thyroid_sick,sick.,5,1.4833214282989502,0,28849,25784,21253,819
BreastCancerWisconsin_UCI_,4,2,0.06385159492492676,0,4005,165,2186,168
BreastCancerWisconsin_UCI_,4,3,0.06567668914794922,0,4074,179,2255,180
BreastCancerWisconsin_UCI_,4,5,0.0658273696899414,0,4076,180,2257,181
pamap2,1,2,1.492093801498413,0,19715,779,2516,342
pamap2,1,3,1.778414011001587,0,25889,1093,8690,604
pamap2,1,5,1.8161187171936035,0,26405,1225,9206,721
U_LVL1_2_Uninteresting_Non-Random-Synthetic__2_2_400_,1,2,0.0044095516204833984,0,10,8,0,0
U_LVL1_2_Uninteresting_Non-Random-Synthetic__2_2_400_,1,3,0.004388570785522461,0,10,8,0,0
U_LVL1_2_Uninteresting_Non-Random-Synthetic__2_2_400_,1,5,0.004413127899169922,0,10,8,0,0
visualizing_livestock,4,2,0.010957956314086914,0,436,55,28,2
visualizing_livestock,4,3,0.01119232177734375,0,436,55,28,2
visualizing_livestock,4,5,0.011125564575195312,0,436,55,28,2
volcanoes-a2,4,2,0.006482124328613281,0,67,41,22,22
volcanoes-a2,4,3,0.006815195083618164,0,88,60,41,41
volcanoes-a2,4,5,0.006862640380859375,0,88,60,41,41
blogger,no,2,0.006820201873779297,0,120,86,50,18
blogger,no,3,0.009006500244140625,0,264,202,136,22
blogger,no,5,0.011226177215576172,0,358,294,216,23
grammatical_a5,1,2,0.9942283630371094,0,53194,1493,51472,518
grammatical_a5,1,3,1.1888563632965088,0,61242,5364,59509,526
grammatical_a5,1,5,3.022125244140625,0,82253,20475,80519,526
prnn_crabs,1,2,0.011213541030883789,0,351,207,109,85
prnn_crabs,1,3,0.020470857620239258,0,940,417,467,173
prnn_crabs,1,5,0.02495741844177246,0,1145,526,641,221
hepatitis,1,2,0.020884037017822266,0,996,282,459,182
hepatitis,1,3,0.03803229331970215,0,2100,495,1484,318
hepatitis,1,5,0.04558587074279785,0,2461,670,1845,419
